Features Used,Equation,Train R-squared,Train MRE,Train RMSRE,Test R-squared,Test MRE,Test RMSRE,Equation Components,Model Score
Feature(s): 1 3 6 7 9,3.2878714513562e-6*x_1 + 2.7297233115445e-5*x_2 - 1.6715332488451e-5*x_3 + 0.007076967*(0.14608406*x_1 + 0.08668347*x_2 - 0.08052431*x_3 + 0.084870875*x_4 + 0.021404225*x_5 + 0.05608415)*(0.14773662*x_1 + 0.10514088*x_2 - 0.09186972*x_3 + 0.12111184*x_4 - 0.021386825*x_5 + 0.04832555) + 3.71838069387191,-6.97E-05,1.569492367,1.217024237,0.004753029,1.249928292,1.06028756,29,-28.76583577
Feature(s): 1 5 6 9,0.00730518769467192*x_1 + 0.000111735060106084*x_2 - 0.00307785472616728*x_3 - 4.33161885203296e-6*x_4 - 0.017345307*(-0.07648517*x_1 + 0.016136821*x_2 + 0.055579018*x_3 - 0.038660407*x_4 + 0.025574075)*(-0.052046314*x_1 + 0.08884994*x_2 + 0.008238232*x_3 + 0.038661867*x_4 + 0.053344555) + 3.98822614388615,-0.004968572,1.564628933,1.220001384,-0.030650726,1.242027024,1.07898148,27,-28.78096487
Feature(s): 2 4 6 8 9,(0.10157621051279658*(0.18188054644955276*x_5 - 0.19982103321587044)*(0.8504229949155581*x_1 + 1.423476056380106*x_2 - 0.0043049244654347835*x_4 + 0.2119822657671464*x_5 - 0.09270125737441824) - 0.08740363287959099)/(1.4427905884102543*x_4 + 5.6336750831266377*x_5 + 0.018879278002375197*(0.18188054644955276*x_5 - 0.19982103321587044)*(0.8504229949155581*x_1 + 1.423476056380106*x_2 - 0.0043049244654347835*x_4 + 0.2119822657671464*x_5 - 0.09270125737441824) + 2.5109506812925301),0.01935784,1.446417656,1.205145167,0.024581573,1.281902695,1.049672239,31,-28.80302933
Feature(s): 4 5 6 7 9,0.002651928426537*x_1 + 8.711275521492e-5*x_2 - 0.0010331509553064*x_3 + 0.0005483040199323*x_4 - 2.031154e-5*(-0.03594167*x_2 + 0.032102607*x_3 + 0.01875554*x_4 + 0.013790956*x_5 + 0.067931645)*(0.07810753*x_1 + 0.08838916*x_2 - 0.01295009*x_3 + 0.07460148*x_4 - 0.013767621*x_5 + 0.07399807) + 3.75113916511842,-6.47E-07,1.57749448,1.216982193,-0.000105355,1.257584644,1.062872352,29,-29.00530009
Feature(s): 1 3 4 5 9,1.74146136818688e-5*x_1 + 0.00073530802429056*x_2 + 0.0007017569767296*x_3 + 0.000262767433212288*x_4 - 0.0002583856*(0.07291257*x_1 + 0.1301521*x_3 + 0.123682745*x_4 + 0.032772183*x_5 + 0.02546012)*(0.02374833*x_1 + 0.14317393*x_2 + 0.023831798*x_3 + 0.056107022*x_4 - 0.032807354*x_5 + 0.012529746) + 3.74859002851628,-9.10E-09,1.575807981,1.216981805,-0.000122461,1.256223487,1.062881442,29,-29.00612349
Feature(s): 1 2 3 4 6 9,#NAME?,-5.07E-10,1.575527574,1.2169818,-0.000125431,1.255997063,1.06288302,29,-29.00627157
Feature(s): 2 3 4 5 9,0.00141722499464165*x_1 + 0.00395290022679554*x_2 + 0.00406612935326426*x_3 - 9.698414e-5*(0.019095253*x_1 + 0.012713747*x_2 + 0.022859246*x_3 - 0.014702446*x_4 - 0.0472137*x_5 + 0.13233624)*(0.019203102*x_1 + 0.012681634*x_2 + 0.022637706*x_3 + 0.03998508*x_4 + 0.047102135*x_5 + 0.042383123) + 3.74751499115489,-9.89E-09,1.575344657,1.216981805,-0.000127388,1.25584936,1.06288406,29,-29.00636987
Feature(s): 2 4 6 7 8 9,#NAME?,-4.56E-08,1.57507308,1.216981827,-0.000130321,1.255630064,1.062885618,29,-29.00651831
Feature(s): 1 2 3 6 7 8 9,2.3510890757857e-5*x_1 + 0.00027295314643193*x_3 + 2.8264501578235e-5*x_4 + 0.000395266916291874*x_5 - 0.00012953566*(-0.05090327*x_3 + 0.082635194*x_5 + 0.035575207*x_7 + 0.024477895)*(-0.12908876*x_1 - 0.10902977*x_2 + 0.02384531*x_3 + 0.07290552*x_4 + 0.09130286*x_5 - 0.020761218*x_7 + 0.053110212) + 3.74615574551773,-5.74E-08,1.575011527,1.216981834,-0.00013099,1.255580362,1.062885974,29,-29.00655237
Feature(s): 2 3 5 7 9,0.0021896851785851*x_1 + 0.0027863681121935*x_2 + 0.00073565181950821*x_3 + 0.0023218260663575*x_4 - 0.0003942885*(0.105344504*x_1 + 0.024653781*x_2 - 0.036380697*x_3 + 0.021370241*x_5 - 0.019766955)*(0.142855*x_1 - 0.024048878*x_2 - 0.049850374*x_3 + 0.06590176*x_4 - 0.021370446*x_5 + 0.013558894) + 3.74574246375032,-8.90E-08,1.57487151,1.216981853,-0.000132519,1.2554673,1.062886786,29,-29.00663041
Feature(s): 2 3 6 7 8,0.00129510718895372*x_1 + 0.00134799739477371*x_2 - 1.5431631592734e-5*x_3 + 0.000958247543993562*x_4 + 0.00045686972*(0.035416823*x_1 + 0.061061196*x_2 + 0.12780356*x_3 - 0.011477476*x_5 - 0.0136174625)*(0.015192249*x_1 - 0.045076378*x_2 + 0.05931714*x_3 + 0.074848294*x_4 - 0.010703787*x_5 - 0.04725875) + 3.746439547969,-9.49E-08,1.574848381,1.216981857,-0.000132773,1.255448624,1.062886921,29,-29.00664338
Feature(s): 2 3 4 6 9,0.00205434261853266*x_1 + 0.00276257782536348*x_2 + 0.00264301906823832*x_3 - 0.0013162661340027*x_4 - 0.00014585089*(0.04433554*x_1 + 0.059669636*x_2 + 0.06580292*x_3 - 0.04026727*x_5 + 0.018924577)*(0.07276555*x_1 - 0.06448532*x_2 + 0.08969409*x_3 - 0.068137094*x_4 + 0.037440322*x_5 - 0.06261147) + 3.74779186306908,-1.17E-07,1.574765938,1.216981871,-0.000133678,1.255382052,1.062887402,29,-29.00668978
Feature(s): 1 3 4 6 8,0.000491814350530688*x_2 + 0.000574271074714432*x_3 + 2.85101782778888e-5*x_4 - 0.0006538335*(0.068855874*x_1 + 0.025955217*x_2 + 0.034757413*x_3 - 0.05324226*x_4 + 0.033985514*x_5 + 0.18007319)*(0.07895484*x_1 + 0.13438955*x_2 + 0.057209462*x_3 + 0.053178634*x_4 - 0.03399391*x_5 + 0.050359305) + 3.74527335777937,-2.05E-07,1.574503562,1.216981924,-0.00013658,1.255170187,1.062888944,29,-29.00683926
Feature(s): 1 3 5 6 7 9,0.00318758701105581*x_2 - 0.00141254924241456*x_4 + 0.000528780904761824*x_5 + 0.00065637205*(-0.050330374*x_1 + 0.025715465*x_2 + 0.037167475*x_3 + 0.035264548*x_4 + 0.028929222*x_5 - 0.028701793)*(0.08104172*x_1 + 0.06113834*x_2 - 0.027670436*x_3 - 0.030897768*x_4 + 0.078610435*x_5 - 0.053020302) + 3.74458522523249,-2.99E-07,1.574281227,1.216981981,-0.000139063,1.254990654,1.062890264,29,-29.00696811
Feature(s): 2 7 9,-2.37202942767298e-7*x_1*x_3 - 0.000126498600030793*x_1 + 1.55658471043328e-6*x_2*x_3 + 8.35552572062295e-7*x_2 + 8.93851689289255e-7*x_3**2 - 1.45542686083044e-7*x_3 + 0.0003766764*sin(0.27553532*x_3 - 0.012921459) + 0.020347117*cos(0.000121093726*x_1 + 0.020000948*x_2 - 0.31674117*x_3 - 0.085308075) + 3.74669322812304,-0.000151966,1.575771797,1.217074266,-0.000371877,1.254714504,1.063013967,29,-29.02619216
Feature(s): 2 3 7 9,0.000822397162937994*x_2 - 1.59276524089994e-8*x_4**2 + 3.29457033891691e-8*x_4 + 0.004486379*sin(9.968706e-6*x_1 - 1.5170262e-5*x_2 - 6.673593e-5*x_3 + 0.033821102*x_4 + 0.06800532) - 0.020449774*cos(0.17506275*x_1 + 0.20455071*x_2 + 0.24933757*x_3 + 0.38135272*x_4 + 0.2242817) + 3.74237012301137,0.000169057,1.573340772,1.216878925,-0.001598573,1.256918007,1.063665522,29,-29.07147576
Feature(s): 1 2 8,#NAME?,-0.000399654,1.580667741,1.217224961,-0.002794068,1.256067001,1.064300122,29,-29.1596861
Feature(s): 1 4 5 6 9,#NAME?,0.00072942,1.531887541,1.216537873,-0.007956373,1.222285357,1.067036072,29,-29.36134768
Feature(s): 2 5 6 8 9,(0.1493123196868819*x_4 + 0.1903664305958795*x_5 + 0.16778507952330568*(0.12880592119017095*x_5 - 3.274054526680824)*(2.2771963410369036*x_2 + 0.026292714047792903*x_4 + 0.03554584530248061*x_5 - 3.834237884314579) - 0.94383990096244284)/(0.71144142186548897*x_4 + 0.90705552189267408*x_5 + 0.03820219713762723*(0.12880592119017095*x_5 - 3.274054526680824)*(2.2771963410369036*x_2 + 0.026292714047792903*x_4 + 0.03554584530248061*x_5 - 3.834237884314579) + 3.9312238008268257),0.020938811,1.459247282,1.20417332,0.010456716,1.242850124,1.057244979,31,-29.43022363
Feature(s): 3 5 7 8 9,(0.00049229330776885053*x_4**2 + 0.00058164511191191917*x_4*x_5 - 2.6363053698852917*x_4 + 0.00017180359269544124*x_5**2 + 0.64816261343362392*x_5 - 2.8273865060596541)/(0.00011120329633886*x_4**2 + 0.00013138682310579068*x_4*x_5 + 1.552135467123803*x_4 + 3.8808420770900467e-5*x_5**2 - 0.39827556835338442*x_5 + 2.4046529722057083),0.024013564,1.518817948,1.202280973,-0.072752173,1.711157042,1.100798769,27,-29.43693044
Feature(s): 7 8 9,-1.87449173984349e-7*x_1*x_2 - 8.57544583022148e-5*x_1 + 1.07682227078388e-7*x_2**2 - 3.57666099535462e-6*x_2 - 3.02933524885405e-5*x_3 - 0.003290644*sin(-0.00019897819*x_1 + 0.12901509*x_2 + 0.13855489*x_3 + 0.14244817) + 0.00022732446*cos(0.10750106*x_1 + 0.15554877*x_2 + 0.29411054*x_3 + 0.3266849) + 3.74794496716911,1.62E-05,1.575978406,1.216971942,-8.77E-06,1.256360059,1.062821025,30,-29.99962831
Feature(s): 1 2 3 4 9,0.0008152717520724*x_1 + 0.000948609021219552*x_2 + 0.00126348884398162*x_3 + 0.00132596318329882*x_4 - 0.00028303565*(0.16349934*x_1 + 0.061662726*x_2 - 0.06830079*x_3 + 0.13294059*x_4 - 0.046661202*x_5)*(0.10774326*x_1 + 0.05783482*x_2 - 0.032459788*x_3 + 0.10395268*x_4 + 0.046659123*x_5 - 0.025655122) + 3.74863014194719,-7.11E-08,1.576215223,1.216981842,-0.00011821,1.25655233,1.062879183,30,-30.00591407
Feature(s): 3 4 5 6 8,0.00244500406425631*x_1 + 0.00305208830190933*x_2 + 0.000796484658251286*x_3 + 0.000145311538659095*x_4 - 1.07072363356824e-5*x_5 + 0.0004567579*(0.048649404*x_2 + 0.029603967*x_3 + 0.16427113*x_4 - 0.055264875*x_5)*(0.024453063*x_1 - 0.037177354*x_2 - 0.07790026*x_3 + 0.106067166*x_4 - 0.05526449*x_5 + 0.035040382) + 3.74749844058711,-8.18E-08,1.574900857,1.216981849,-0.000132198,1.255490997,1.062886616,30,-30.00661399
Feature(s): 6 8 9,1.74673274685568e-5*x_1 - 5.489063773136e-6*x_3 - 0.0006564879*(0.05955042*x_1 + 0.0124226045)*(0.06681594*x_1 - 0.0103202285*x_2) - 0.0013628856*sin(-0.004912438*x_1 + 0.121570416*x_2 + 0.13403793*x_3 + 0.20318699) - 0.016465604*cos(0.15197946*x_1 + 0.020378005*x_2 + 0.111997776*x_3 - 0.04098042) + 3.74288597443255,-0.000160768,1.573454576,1.217079621,2.43E-05,1.252904622,1.062803442,30,-30.0068223
Feature(s): 1 3 4 6 7 9,#NAME?,-9.52E-06,1.573021033,1.216987594,-0.000242892,1.2539553,1.062945434,30,-30.01262074
Feature(s): 1 4 5 9,0.0002999183*(0.07092707*x_1 + 0.036517236*x_2 + 0.13123862*x_3 + 0.054271128)*(0.11509562*x_1 + 0.04435685*x_2 + 0.13120976*x_3 + 0.26019946) - 0.008359423*sin(8.5725645e-5*x_1 + 0.031968456*x_2 + 0.12599988*x_3 - 0.13923006*x_4 + 0.15676261) + 0.0002996415*cos(0.16300577*x_4) + 3.7481737,6.01E-05,1.576314386,1.216945216,-0.000552387,1.256930564,1.06310987,30,-30.02461338
Feature(s): 3 4 5 7 9,0.000186654770162784*x_1 + 0.00019603639043978*x_2 + 2.3751532671966e-6*x_3 + 3.26112310154004e-6*x_4 + 0.004199029*(0.02281521*x_1 + 0.06262431*x_2 + 0.11694504*x_3 + 0.14288303*x_4 - 0.073844135*x_5 + 0.1412973)*(0.06793982*x_1 + 3.5326035e-8*x_2 + 0.07175319*x_3 + 0.11797723*x_4 + 0.07392569*x_5 + 0.15009701) + 3.53733340557489,-0.028405609,1.609562222,1.234145322,0.046214814,1.267895108,1.037966938,31,-30.10953974
Feature(s): 1 2 3 6 7 9,2.62109234804136e-5*x_1 + 2.07318257150802e-5*x_2 + 0.00327181720452804*x_3 - 0.00290195343126136*x_4 + 0.000787311398386338*x_5 - 1.1903551*(0.00056581193*x_1 + 0.0005320086*x_2 + 0.00037675927*x_3 - 0.124357805*x_4 + 3.3864708*x_5 + 0.0003024745*x_6 - 0.87043613)*(0.00056581193*x_1 + 0.0005320086*x_2 + 0.00037675927*x_3 - 0.07033952*x_4 - 0.0001283774*x_5 + 0.0003024745*x_6 - 0.8824323) + 6.450040448161,0.116854503,1.262392195,1.143668639,0.018559815,0.95038025,1.052907337,37,-30.22928408
Feature(s): 2 3 5 6,(-2.0860746248477586*x_1 - 1.0067428735079828*x_2 + 0.41072785416347865*x_3 + 0.081594397062448448*x_4 - 1.061334716957281*(0.2663741101646716*x_1 + 0.8892282238948981*x_2 - 0.38759227715322525*x_4 + 0.33137714351998465)*(0.7872092665885366*x_1 + 0.6054257332470058*x_2 - 0.06687026209821266*x_3 - 0.0871309793149702*x_4 + 0.31161316745832424) - 0.3516899073499886*sin(0.9652346234632023*x_1 + 0.6615735372136885*x_2 + 0.055967840094445366*x_3 + 0.19707631380785345*x_4 + 0.30797698312951677) + 0.2900423226864185*cos(-2.0708183281259007*x_1 + 0.08192539573193115*x_2 + 0.693325439013245*x_3 + 0.31081454610749576*x_4 - 0.4160925761347278) - 0.57780413501426746)/(0.076965407420967724*x_1 + 0.03714362588220087*x_2 - 0.01515374198904269*x_3 - 0.003010412925011188*x_4 + 0.050031182031425314*(0.2663741101646716*x_1 + 0.8892282238948981*x_2 - 0.38759227715322525*x_4 + 0.33137714351998465)*(0.7872092665885366*x_1 + 0.6054257332470058*x_2 - 0.06687026209821266*x_3 - 0.0871309793149702*x_4 + 0.31161316745832424) + 0.7591335218696961*sin(0.9652346234632023*x_1 + 0.6615735372136885*x_2 + 0.055967840094445366*x_3 + 0.19707631380785345*x_4 + 0.30797698312951677) + 0.3754135861950918*cos(-2.0708183281259007*x_1 + 0.08192539573193115*x_2 + 0.693325439013245*x_3 + 0.31081454610749576*x_4 - 0.4160925761347278) - 1.104569691615925),0.680843109,0.997416068,0.687521361,0.609563414,0.900010796,0.664100011,95,-30.47967386
Feature(s): 1 2 3 4,(0.15835831341246083*x_1 - 0.15086122815073194*x_2 - 0.25857132759347442*x_3 + 0.1385711080136859*x_4 + 1.9016524594627493*(-0.08005859389965304*x_1 + 1.0258678791404354*x_2 + 0.5641874761932385*x_3 + 0.31177278463728625*x_4 + 0.019076666898671903)*(0.06161476091979371*x_1 + 0.5739254107217271*x_2 + 0.7136888179019941*x_3 + 0.709509040080215*x_4 + 0.25122428426869325) + 0.41229076171833556*sin(-1.0240736248699902*x_1 + 2.455728216558006*x_2 + 0.5348991999474132*x_3 + 0.9271317465639798*x_4 + 0.3602505359361412) - 0.029299153608453588*cos(0.6384046211300642*x_1 + 0.14671184317306024*x_3 + 0.25579747691886257*x_4 - 0.3404320580338785) + 0.39159508541980845)/(0.2377595586306011*x_1 - 0.2265034165030834*x_2 - 0.388219622944756*x_3 + 0.2080510001042662*x_4 - 0.012651668369783795*(-0.08005859389965304*x_1 + 1.0258678791404354*x_2 + 0.5641874761932385*x_3 + 0.31177278463728625*x_4 + 0.019076666898671903)*(0.06161476091979371*x_1 + 0.5739254107217271*x_2 + 0.7136888179019941*x_3 + 0.709509040080215*x_4 + 0.25122428426869325) - 1.0601824459525773*sin(-1.0240736248699902*x_1 + 2.455728216558006*x_2 + 0.5348991999474132*x_3 + 0.9271317465639798*x_4 + 0.3602505359361412) + 0.3337854545957214*cos(0.6384046211300642*x_1 + 0.14671184317306024*x_3 + 0.25579747691886257*x_4 - 0.3404320580338785) + 0.88996864899574839),0.763187315,0.616383372,0.592224765,0.523279887,0.573392184,0.733820722,95,-30.6766399
Feature(s): 1 5 9,2.55013738094706e-5*x_2 + 0.00032393*(-0.07915811*x_1 + 0.07368928*x_2 + 0.05670209)*(-0.03427313*x_1 + 0.083256066*x_2 + 0.048045926) - 0.03562048*sin(0.00021303237*x_1 - 0.106315486*x_2 + 0.034310102*x_3 - 0.041184455) - 0.054016337*cos(7.04148e-5*x_1 + 0.08223764*x_2 + 0.0042775394*x_3 + 0.037821893) + 3.7448277,0.000894544,1.570309309,1.216437356,0.000463829,1.251849458,1.062569856,31,-30.93208134
Feature(s): 3 5 9,0.0005632710568182*x_1 + 0.0005347218*(0.0856517*x_1 + 0.018031511*x_2 + 0.14674634)*(0.13958183*x_1 + 0.09690691*x_2 + 0.08858479) + 0.06972826*sin(0.07584103*x_1 - 0.009422141*x_2 - 0.046007592*x_3 + 0.024267146) - 0.0038755406*cos(0.071624555*x_1 - 0.08872229*x_2 - 0.023387523*x_3 + 0.013331896) + 3.74641736245965,0.001000816,1.570511124,1.216372659,0.000262479,1.256630009,1.062676875,31,-30.93683528
Feature(s): 1 2 3 4 5 6 7 9,0.0005324066*(0.040462647*x_5 - 0.012078053*x_8)*(0.0120778745*x_8 + 0.01651575) - 0.013496156*sin(-5.12459e-5*x_1 - 5.8740927e-5*x_2 - 2.3704673e-5*x_3 - 4.4812205e-5*x_4 + 8.807523e-5*x_5 + 8.651386e-5*x_6 + 2.8376575e-5*x_7 + 0.17493795*x_8 + 3.761434e-5) + 0.00017862939*cos(0.25828972*x_8) + 3.7468169,-0.000111828,1.575487671,1.217049844,5.09E-05,1.255713225,1.062789307,31,-31.00304534
Feature(s): 2 3 4 5 6 9,0.00032689075024409*x_1 + 0.000472509485664738*x_2 + 0.000538867421532412*x_3 + 4.31902297047269e-5*x_4 - 0.000617017456391444*x_5 - 0.00018421475*(0.017960189*x_1 + 0.040978037*x_2 + 0.06075554*x_4 - 0.015618241*x_6 - 0.06184814)*(0.0323973*x_1 + 0.045150153*x_2 + 0.09606506*x_4 + 0.035993744*x_5 + 0.020926125*x_6 + 0.024439277) + 3.75030537822206,-1.06E-06,1.578030966,1.216982444,-0.000100192,1.258016909,1.062869609,31,-31.00506257
Feature(s): 1 2 5 6 9,0.0044480801361936*x_1 + 0.0032610374552496*x_2 + 0.0009467407533932*x_3 - 0.00103463990991656*x_4 - 0.00020686614*(0.05976773*x_1 + 0.079393044*x_2 + 0.13779561*x_3 - 0.010596641*x_4 - 0.05724726*x_5 + 0.033922777)*(0.141247*x_1 + 0.08394585*x_2 + 0.019843427*x_3 + 0.03018257*x_4 + 0.05723876*x_5 + 0.12904254) + 3.74997028479498,-1.59E-07,1.576528209,1.216981896,-0.000114995,1.256805061,1.062877474,31,-31.00575766
Feature(s): 2 3 7 8 9,#NAME?,-1.22E-07,1.576411072,1.216981873,-0.000116193,1.256710475,1.062878111,31,-31.00581574
Feature(s): 3 4 6 7 9,0.0091036691758773*x_1 + 0.0097230348937188*x_2 - 0.00425701977134321*x_3 + 0.00618280404534697*x_4 - 3.5502282e-5*(0.064736575*x_1 + 0.0869376*x_2 - 0.014971747*x_3 + 0.08960504*x_4 + 0.05684575*x_5 + 0.015389631)*(0.07389023*x_1 + 0.11782378*x_2 + 0.11996962*x_3 + 0.08113166*x_4 - 0.056834545*x_5 + 0.03300565) + 3.75180496907005,-6.41E-08,1.576183265,1.216981838,-0.000118541,1.256526524,1.062879359,31,-31.00593026
Feature(s): 2 6 7 9,#NAME?,-3.30E-08,1.576013032,1.216981819,-0.000120311,1.256389063,1.062880299,31,-31.00601721
Feature(s): 1 2 3 4 7 9,6.2546215917674e-5*x_1 + 4.96463362080572e-5*x_2 + 5.94851361445624e-5*x_3 + 6.71827816769645e-5*x_4 + 4.38184792024046e-5*x_5 + 0.0009293978*(0.013100642*x_1 + 0.13591917*x_3 + 0.014362554*x_5 + 0.02107083*x_6 - 0.020974895)*(-0.013166032*x_1 + 0.023976129*x_3 + 0.031403676*x_4 - 0.02301777*x_5 + 0.021070823*x_6 + 0.06901055) + 3.74780602040526,-2.23E-08,1.57593606,1.216981813,-0.000121116,1.256326909,1.062880727,31,-31.0060569
Feature(s): 2 5 6 7 9,0.000254485248404768*x_1 + 9.80979544462016e-5*x_2 - 0.00032682382240032*x_3 + 0.000196317543799338*x_4 + 9.569555e-6*(0.010484314*x_1 - 0.01847825*x_2 + 0.0349066*x_3 + 0.07224027*x_4 - 0.017420696*x_5 + 0.027426194)*(0.06915102*x_1 + 0.06412845*x_2 - 0.081703596*x_3 + 0.040966287*x_4 - 0.014718216*x_5 - 0.046964254) + 3.74824940935724,-2.22E-08,1.575935314,1.216981813,-0.000121124,1.256326307,1.062880731,31,-31.00605729
Feature(s): 1 3 7 8 9,#NAME?,-1.26E-08,1.575848021,1.216981807,-0.000122039,1.256255819,1.062881218,31,-31.0061026
Feature(s): 1 2 3 7 9,0.000566566108866928*x_1 + 0.000720284786391512*x_2 + 0.00108848432402489*x_3 + 0.00098507425128596*x_4 + 8.881325e-5*(0.08583427*x_1 + 0.11101558*x_2 + 0.16616197*x_3 + 0.036762264*x_4 - 0.09086823*x_5 + 0.021572273)*(0.1450796*x_1 + 0.050932523*x_2 + 0.04471502*x_3 + 0.09908434*x_4 + 0.090891145*x_5 + 0.017937366) + 3.74801719944968,-1.01E-09,1.575505565,1.2169818,-0.000125665,1.25597929,1.062883145,31,-31.00628332
Feature(s): 2 3 7 9,0.00101019420316469*x_1 + 0.00402652143052968*x_2 + 0.0014808304821419*x_3 - 8.29671410196672e-6*x_4 - 0.0129510285*(-0.03608088*x_1 + 0.00884517*x_2 + 0.010360098*x_3 - 0.013321926*x_4 + 0.0009480987)*(0.0036333362*x_1 + 0.030356579*x_2 + 0.010361872*x_3 + 0.013321557*x_4 + 2.409903e-12) + 4.20146197937907,-0.015925796,1.56811145,1.226634223,-0.065205565,1.230837298,1.09691998,27,-31.05656806
Feature(s): 2 4 6 7 9,3.25788762727989e-6*x_1 + 1.38052945673238e-5*x_2 - 6.99666188531943e-6*x_3 + 3.29548398933555e-6*x_4 + 0.02017135*(0.019750066*x_1 + 6.066839e-8*x_2 + 0.033053637*x_3 + 0.029465139*x_4 + 0.026294582*x_5 + 0.05749311)*(0.094215356*x_1 + 0.010098992*x_2 + 0.04157023*x_3 + 0.14290163*x_4 - 0.026286758*x_5 + 0.05032749) + 3.56196207387122,-0.001951146,1.489366754,1.218168475,-3.26E-06,1.186313604,1.0628181,31,-31.09772031
Feature(s): 1 2 4 5 7 9,0.198492261639363*x_1 + 0.146864287031195*x_2 + 0.161105270801582*x_3 + 0.0383679668423184*x_4 + 0.126474252053824*x_5 + 2.10908394352322e-6*x_6 + 0.0006158724*(0.036544673*x_1 + 0.1078173*x_2 - 0.033111464*x_4 + 0.06475954*x_5 - 0.010581481)*(0.043050114*x_1 + 0.034003764*x_2 + 0.08878306*x_3 - 0.022628041*x_4 + 0.0348016*x_5 + 0.081419975) + 3.53440943736106,0.010763172,1.5597627,1.210414789,0.025125353,1.244032338,1.049379611,33,-31.20557375
Feature(s): 1 2 6 7 9,0.000265316346788458*x_1 + 0.00022951653584818*x_2 - 0.000136799925673172*x_3 + 0.00025457017163444*x_4 - 0.025952227*(0.06720314*x_1 + 0.056654252*x_2 + 0.004723443*x_3 - 0.04000932*x_4 + 0.011185753*x_5 + 0.07435182)*(0.16924068*x_1 + 0.07050987*x_2 - 0.03842934*x_3 + 0.066531725*x_4 - 0.011199019*x_5 + 0.058829024) + 3.67088488315396,0.000482523,1.516428241,1.216688153,-0.010457786,1.21063925,1.068359266,31,-31.49876313
Feature(s): 1 2 5 7 8 9,(-1.235654857199835*x_5 + 0.313130925161503*x_6 + 0.27474469715181965*(0.028392856307661918*x_5 - 0.678727076422426)*(1.2931390810772554*x_1 + 1.028929231464849*x_2 + 0.024850508796881436*x_5 + 0.03623631757668442*x_6 - 0.3889372732550053) - 3.3928101553415629)/(0.5093086992484467*x_5 - 0.1290654127721978*x_6 + 0.06490657040629448*(0.028392856307661918*x_5 - 0.678727076422426)*(1.2931390810772554*x_1 + 1.028929231464849*x_2 + 0.024850508796881436*x_5 + 0.03623631757668442*x_6 - 0.3889372732550053) + 2.7649919091004493),0.028073243,1.450301821,1.199777884,0.041052714,1.146235485,1.040772003,35,-31.54370212
Feature(s): 2 3 5 6 7 9,4.37367260006096e-7*x_1 + 2.99749381183064e-7*x_2 + 1.04607324259e-6*x_4 - 0.00029836738*(0.016393723*x_1 + 0.09335321*x_2 + 0.02740981*x_3 + 0.03585337*x_4 + 0.023952994*x_5 - 0.06870452*x_6)*(0.03764564*x_1 + 0.061730605*x_2 + 0.03853604*x_3 - 0.034820218*x_4 - 0.06685131*x_5 + 0.0685539*x_6 + 0.06824813) + 3.74847446083907,-9.69E-08,1.576321541,1.216981858,-0.000117113,1.25663818,1.0628786,32,-32.0058605
Feature(s): 1 3 5,(-0.62974406066967608*x_1 - 1.6832722582200968*x_2 + 0.46999890506496298*x_3 - 0.5415681538772841*(-0.3889270951768402*x_1 + 0.04229788105791106*x_2 + 0.622778957489123*x_3 + 0.14473235182526273)*(0.1685367286093082*x_1 + 0.6043943548199784*x_2 + 0.12622246268206286*x_3 - 0.041343301483757026) - 0.5961022576097342*sin(0.37621526832597063*x_1 + 1.816561388990556*x_2 + 0.0944708653181482*x_3 + 0.34168449200279694) - 0.921723132202959*cos(0.09607782518733306*x_1 + 0.6446626825037052*x_2 - 0.6959370061751688*x_3 - 0.8930683830988215) + 0.25084464619042602)/(0.0241349604383915*x_1 + 0.06451146091950779*x_2 - 0.018012722450716745*x_3 + 0.22098467797847351*(-0.3889270951768402*x_1 + 0.04229788105791106*x_2 + 0.622778957489123*x_3 + 0.14473235182526273)*(0.1685367286093082*x_1 + 0.6043943548199784*x_2 + 0.12622246268206286*x_3 - 0.041343301483757026) + 0.9832619184359279*sin(0.37621526832597063*x_1 + 1.816561388990556*x_2 + 0.0944708653181482*x_3 + 0.34168449200279694) + 0.03023254257307273*cos(0.09607782518733306*x_1 + 0.6446626825037052*x_2 - 0.6959370061751688*x_3 - 0.8930683830988215) - 1.119579282769163),0.666851634,0.697756949,0.702429799,0.267347578,0.65485965,0.909718923,79,-32.29003942
